2025-07-31 09:00:23.106 | SUCCESS  | core.logging_manager:_setup_loguru_file_sink:81 - Файловый логгер настроен. Уровень: DEBUG. Файл: /root/SDB/SwiftDevBot-Lite/project_data/Logs/2025/07-July/31/09_sdb.log
2025-07-31 09:00:23.110 | INFO     | core.logging_manager:initialize_logging:175 - Задача _hourly_log_rotation_check добавлена в планировщик (ежечасно).
2025-07-31 09:00:23.111 | INFO     | core.logging_manager:initialize_logging:177 - Задача _cleanup_old_logs добавлена в планировщик (ежедневно в 03:30 UTC).
2025-07-31 09:00:23.114 | SUCCESS  | core.logging_manager:initialize_logging:181 - Планировщик задач LoggingManager успешно запущен.
2025-07-31 09:00:23.115 | INFO     | core.logging_manager:initialize_logging:187 - LoggingManager успешно инициализирован.
2025-07-31 09:00:23.115 | INFO     | core.bot_entrypoint:run_sdb_bot:124 - Система логирования инициализирована. Уровень консольного лога: INFO (может быть переопределен SDB_CLI_DEBUG_MODE_FOR_LOGGING). Уровень файлового лога всегда DEBUG (или TRACE, если так задано в LoggingManager).
2025-07-31 09:00:23.116 | INFO     | core.bot_entrypoint:run_sdb_bot:128 - 🚀 Запуск SwiftDevBot (SDB) v0.1.0 в 2025-07-31 09:00:23 UTC...
2025-07-31 09:00:23.117 | INFO     | core.bot_entrypoint:run_sdb_bot:129 - 🐍 Используется Python v3.12.3
2025-07-31 09:00:23.117 | INFO     | core.bot_entrypoint:run_sdb_bot:130 - 🤖 Используется Aiogram v3.21.0
2025-07-31 09:00:23.118 | DEBUG    | core.bot_entrypoint:run_sdb_bot:131 - Каталог запуска (CWD): /root/SDB/SwiftDevBot-Lite
2025-07-31 09:00:23.118 | DEBUG    | core.bot_entrypoint:run_sdb_bot:132 - Корень проекта: /root/SDB/SwiftDevBot-Lite
2025-07-31 09:00:23.119 | DEBUG    | core.bot_entrypoint:run_sdb_bot:133 - Директория данных проекта: /root/SDB/SwiftDevBot-Lite/project_data
2025-07-31 09:00:23.119 | INFO     | core.services_provider:__init__:33 - BotServicesProvider создан (версия SDB: 0.1.0). Ожидает настройки сервисов.
2025-07-31 09:00:23.119 | INFO     | core.services_provider:setup_services:36 - Начало асинхронной настройки основных сервисов SDB...
2025-07-31 09:00:23.127 | INFO     | core.database.manager:__init__:31 - DBManager инициализирован для типа БД: sqlite
2025-07-31 09:00:23.130 | DEBUG    | core.database.manager:_build_db_url:56 - Окончательный абсолютный путь для SQLite: /root/SDB/SwiftDevBot-Lite/project_data/Database_files/sdb.db
2025-07-31 09:00:23.130 | INFO     | core.database.manager:initialize:87 - Инициализация асинхронного движка SQLAlchemy для URL: 'sqlite+aiosqlite://...' (детали URL скрыты)
2025-07-31 09:00:23.173 | SUCCESS  | core.database.manager:initialize:105 - SQLAlchemy AsyncEngine и SessionFactory успешно созданы.
2025-07-31 09:00:23.173 | SUCCESS  | core.services_provider:setup_services:42 - Сервис DBManager успешно настроен.
2025-07-31 09:00:23.175 | INFO     | core.module_loader:__init__:71 - ModuleLoader инициализирован. Плагины: /root/SDB/SwiftDevBot-Lite/modules, Системные модули: /root/SDB/SwiftDevBot-Lite/core/sys_modules, Пользовательские настройки модулей: /root/SDB/SwiftDevBot-Lite/project_data/Config/modules_settings
2025-07-31 09:00:23.175 | INFO     | core.module_loader:scan_all_available_modules:257 - Начало сканирования всех модулей...
2025-07-31 09:00:23.187 | INFO     | core.module_loader:_scan_directory_for_modules:145 - Найден плагин 'stats_monitor' (v0.1.0) в 'stats_monitor'.
2025-07-31 09:00:23.205 | INFO     | core.module_loader:_load_and_validate_module_settings:190 - Загружены пользовательские настройки для модуля 'youtube_downloader' из: /root/SDB/SwiftDevBot-Lite/project_data/Config/modules_settings/youtube_downloader.yaml
2025-07-31 09:00:23.206 | INFO     | core.module_loader:_load_and_validate_module_settings:250 - Актуальные настройки для модуля 'youtube_downloader' загружены и провалидированы.
2025-07-31 09:00:23.206 | DEBUG    | core.module_loader:_load_and_validate_module_settings:251 - Итоговые настройки модуля 'youtube_downloader': {'max_downloads_per_day': 10, 'max_file_size_mb': 100, 'allow_playlists': False}
2025-07-31 09:00:23.206 | INFO     | core.module_loader:_scan_directory_for_modules:145 - Найден плагин 'youtube_downloader' (v1.0.0) в 'youtube_downloader'.
2025-07-31 09:00:23.212 | INFO     | core.module_loader:_scan_directory_for_modules:145 - Найден плагин 'notes' (v0.1.0) в 'notes'.
2025-07-31 09:00:23.229 | INFO     | core.module_loader:_load_and_validate_module_settings:190 - Загружены пользовательские настройки для модуля 'notes_manager' из: /root/SDB/SwiftDevBot-Lite/project_data/Config/modules_settings/notes_manager.yaml
2025-07-31 09:00:23.229 | INFO     | core.module_loader:_load_and_validate_module_settings:250 - Актуальные настройки для модуля 'notes_manager' загружены и провалидированы.
2025-07-31 09:00:23.230 | DEBUG    | core.module_loader:_load_and_validate_module_settings:251 - Итоговые настройки модуля 'notes_manager': {'max_notes_per_user': 100}
2025-07-31 09:00:23.230 | INFO     | core.module_loader:_scan_directory_for_modules:145 - Найден плагин 'notes_manager' (v1.0.0) в 'notes_manager'.
2025-07-31 09:00:23.235 | INFO     | core.module_loader:_scan_directory_for_modules:145 - Найден плагин 'task_manager' (v0.1.0) в 'task_manager'.
2025-07-31 09:00:23.237 | INFO     | core.module_loader:scan_all_available_modules:260 - Сканирование всех модулей завершено. Всего найдено: 5
2025-07-31 09:00:23.237 | WARNING  | core.module_loader:_load_enabled_plugin_names:282 - Файл со списком активных плагинов Config/enabled_modules.json не найден.
2025-07-31 09:00:23.238 | SUCCESS  | core.services_provider:setup_services:53 - Сервис ModuleLoader инициализирован (найдено 5 модулей, активно плагинов 0).
2025-07-31 09:00:23.238 | INFO     | core.rbac.service:__init__:127 - RBACService инициализирован.
2025-07-31 09:00:23.239 | INFO     | core.rbac.service:ensure_default_entities_exist:194 - Проверка и создание стандартных сущностей RBAC (роли, разрешения ядра, разрешения модулей)...
2025-07-31 09:00:23.240 | DEBUG    | core.rbac.service:ensure_default_entities_exist:201 - Этап 1: Создание/получение стандартных разрешений ЯДРА.
2025-07-31 09:00:23.476 | DEBUG    | core.rbac.service:ensure_default_entities_exist:215 - Этап 2: Регистрация разрешений из МАНИФЕСТОВ МОДУЛЕЙ.
2025-07-31 09:00:23.476 | INFO     | core.module_loader:get_all_declared_permissions_from_active_modules:438 - Не найдено разрешений, объявленных в активных/системных модулях.
2025-07-31 09:00:23.477 | INFO     | core.rbac.service:register_permissions_from_modules:166 - Не найдено разрешений, объявленных в активных модулях, для регистрации.
2025-07-31 09:00:23.478 | DEBUG    | core.rbac.service:ensure_default_entities_exist:222 - Этап 3: Создание/получение стандартных РОЛЕЙ.
2025-07-31 09:00:23.518 | DEBUG    | core.rbac.service:ensure_default_entities_exist:246 - Этап 5: Назначение разрешений ЯДРА стандартным ролям.
2025-07-31 09:00:23.530 | DEBUG    | core.rbac.service:get_all_permissions:664 - Запрошен список всех разрешений. Найдено: 38.
2025-07-31 09:00:23.550 | INFO     | core.rbac.service:ensure_default_entities_exist:266 - Назначение ядерных разрешений роли 'Admin' (ID: 3)...
2025-07-31 09:00:23.595 | INFO     | core.rbac.service:ensure_default_entities_exist:266 - Назначение ядерных разрешений роли 'Moderator' (ID: 2)...
